
20.0,8.0,11.0,15.0,3.0,30.0,1.0,19.0,1.0
17.0,7.0,7.0,11.0,4.0,26.0,1.04,30.0,1.0
31.0,22.0,18.0,30.0,4.0,31.0,1.04,18.0,1.0
41.0,52.0,25.0,45.0,4.0,40.0,1.18,9.0,1.0
80.0,234.0,55.0,107.0,6.0,73.0,1.51,13.0,2.0
79.0,211.0,52.0,102.0,5.0,56.0,1.52,9.0,2.0
59.0,141.0,33.0,66.0,6.0,52.0,1.16,19.0,2.0
48.0,114.0,24.0,48.0,5.0,54.0,0.77,22.0,1.0
32.0,32.0,17.0,28.0,4.0,41.0,0.82,42.0,1.0
41.0,38.0,24.0,40.0,5.0,42.0,0.89,55.0,1.0
33.0,25.0,16.0,29.0,4.0,52.0,0.84,29.0,1.0
20.0,4.0,10.0,17.0,4.0,38.0,0.81,21.0,1.0
19.0,10.0,9.0,14.0,4.0,33.0,0.87,25.0,1.0
21.0,12.0,10.0,15.0,4.0,37.0,0.88,12.0,1.0
21.0,14.0,9.0,12.0,4.0,42.0,0.96,7.0,1.0
24.0,11.0,16.0,22.0,4.0,35.0,1.01,19.0,1.0
50.0,73.0,33.0,50.0,5.0,49.0,0.99,49.0,1.0
82.0,289.0,53.0,87.0,8.0,66.0,1.13,68.0,2.0
75.0,258.0,45.0,82.0,7.0,73.0,0.91,64.0,2.0
45.0,68.0,29.0,48.0,4.0,56.0,0.81,34.0,1.0
47.0,84.0,32.0,45.0,4.0,39.0,0.67,54.0,1.0
69.0,238.0,44.0,74.0,7.0,67.0,0.79,61.0,2.0
66.0,187.0,35.0,81.0,9.0,67.0,0.7,58.0,2.0
85.0,285.0,59.0,117.0,8.0,81.0,1.06,22.0,2.0
66.0,167.0,41.0,83.0,6.0,57.0,0.98,26.0,2.0
52.0,88.0,25.0,52.0,5.0,49.0,0.7,26.0,2.0
44.0,60.0,21.0,43.0,5.0,40.0,0.63,31.0,1.0
51.0,210.0,27.0,51.0,5.0,46.0,0.72,14.0,2.0
30.0,33.0,16.0,29.0,4.0,30.0,0.78,21.0,1.0
25.0,15.0,11.0,21.0,3.0,30.0,0.76,16.0,1.0
35.0,28.0,18.0,33.0,4.0,47.0,0.96,19.0,1.0
71.0,228.0,45.0,89.0,9.0,79.0,1.32,17.0,2.0
55.0,109.0,29.0,58.0,7.0,60.0,0.83,42.0,2.0
57.0,157.0,32.0,62.0,6.0,56.0,0.83,36.0,2.0
51.0,104.0,29.0,53.0,6.0,50.0,0.86,12.0,2.0
51.0,87.0,26.0,46.0,5.0,41.0,0.81,60.0,2.0
51.0,135.0,26.0,53.0,6.0,48.0,0.74,51.0,2.0
31.0,8.0,17.0,31.0,4.0,33.0,0.82,27.0,1.0
52.0,133.0,30.0,56.0,6.0,50.0,0.88,41.0,2.0
59.0,191.0,33.0,68.0,7.0,65.0,0.85,48.0,2.0
45.0,92.0,24.0,46.0,5.0,50.0,0.96,14.0,1.0
52.0,116.0,25.0,50.0,6.0,35.0,0.94,46.0,2.0
65.0,179.0,41.0,67.0,8.0,44.0,0.95,62.0,2.0
50.0,87.0,27.0,49.0,6.0,40.0,0.7,53.0,1.0
43.0,56.0,20.0,42.0,6.0,38.0,0.67,26.0,1.0
36.0,23.0,17.0,35.0,5.0,32.0,0.55,24.0,1.0
49.0,166.0,25.0,49.0,6.0,35.0,0.61,46.0,1.0
40.0,100.0,21.0,40.0,5.0,34.0,0.67,17.0,1.0
24.0,13.0,14.0,22.0,4.0,34.0,0.8,16.0,1.0
37.0,35.0,22.0,36.0,5.0,48.0,0.93,14.0,1.0
47.0,102.0,27.0,46.0,7.0,50.0,0.98,14.0,1.0
26.0,11.0,14.0,25.0,4.0,38.0,0.99,15.0,1.0
32.0,28.0,16.0,24.0,4.0,47.0,0.94,48.0,1.0
55.0,118.0,34.0,55.0,6.0,54.0,1.09,59.0,2.0
41.0,29.0,24.0,41.0,6.0,60.0,0.82,33.0,1.0
32.0,11.0,15.0,22.0,5.0,50.0,0.69,48.0,1.0
31.0,12.0,17.0,24.0,6.0,55.0,0.79,25.0,1.0
42.0,51.0,25.0,42.0,6.0,59.0,0.98,15.0,1.0
33.0,28.0,17.0,30.0,5.0,40.0,0.73,34.0,1.0
42.0,71.0,22.0,39.0,6.0,43.0,0.71,34.0,1.0
40.0,40.0,18.0,38.0,5.0,34.0,0.59,42.0,1.0
46.0,103.0,25.0,47.0,5.0,37.0,0.6,47.0,1.0
48.0,122.0,28.0,49.0,6.0,45.0,0.7,37.0,1.0
32.0,16.0,12.0,20.0,5.0,40.0,0.64,47.0,1.0
42.0,86.0,22.0,38.0,5.0,43.0,0.73,50.0,1.0
45.0,134.0,22.0,44.0,6.0,44.0,0.67,37.0,1.0
35.0,53.0,16.0,31.0,4.0,38.0,0.67,43.0,1.0
29.0,9.0,13.0,24.0,4.0,22.0,0.85,50.0,1.0
28.0,3.0,18.0,27.0,3.0,26.0,0.85,41.0,1.0
36.0,10.0,21.0,38.0,5.0,32.0,0.78,60.0,1.0
59.0,126.0,35.0,66.0,6.0,64.0,0.86,43.0,2.0
23.0,8.0,9.0,13.0,3.0,38.0,0.7,35.0,1.0
18.0,3.0,6.0,10.0,3.0,34.0,0.74,27.0,1.0
21.0,10.0,9.0,18.0,4.0,34.0,0.73,30.0,1.0
22.0,10.0,10.0,15.0,4.0,39.0,0.72,13.0,1.0
23.0,5.0,10.0,19.0,4.0,35.0,0.73,28.0,1.0
46.0,65.0,23.0,47.0,6.0,46.0,0.86,38.0,1.0
98.0,311.0,43.0,80.0,8.0,58.0,1.02,105.0,2.0
78.0,178.0,26.0,53.0,7.0,44.0,0.8,94.0,2.0
57.0,121.0,23.0,51.0,7.0,46.0,0.73,58.0,2.0
53.0,106.0,21.0,40.0,5.0,33.0,0.64,62.0,2.0
38.0,51.0,18.0,36.0,5.0,32.0,0.64,32.0,1.0
45.0,96.0,21.0,44.0,5.0,28.0,0.66,44.0,1.0
45.0,110.0,22.0,44.0,5.0,31.0,0.7,42.0,1.0
48.0,133.0,22.0,42.0,4.0,27.0,0.66,58.0,1.0
47.0,125.0,19.0,42.0,4.0,23.0,0.61,62.0,1.0
38.0,38.0,13.0,28.0,4.0,24.0,0.64,62.0,1.0
54.0,106.0,35.0,57.0,5.0,33.0,0.73,62.0,2.0
61.0,135.0,30.0,54.0,5.0,40.0,0.75,84.0,2.0
38.0,23.0,23.0,35.0,4.0,44.0,0.89,37.0,1.0
46.0,36.0,24.0,41.0,4.0,36.0,0.74,65.0,1.0
36.0,31.0,18.0,34.0,4.0,33.0,0.63,47.0,1.0
27.0,18.0,10.0,19.0,4.0,30.0,0.58,44.0,1.0
29.0,27.0,11.0,23.0,5.0,36.0,0.61,45.0,1.0
31.0,30.0,14.0,27.0,4.0,45.0,0.69,39.0,1.0
25.0,10.0,15.0,24.0,4.0,39.0,0.76,28.0,1.0
34.0,47.0,20.0,33.0,4.0,40.0,0.66,55.0,1.0
43.0,109.0,21.0,40.0,5.0,45.0,0.69,37.0,1.0
37.0,70.0,19.0,30.0,4.0,41.0,0.76,37.0,1.0
25.0,12.0,11.0,20.0,4.0,34.0,0.66,28.0,1.0
37.0,47.0,17.0,30.0,5.0,35.0,0.7,55.0,1.0
40.0,41.0,17.0,33.0,5.0,39.0,0.73,45.0,1.0
31.0,25.0,17.0,30.0,5.0,38.0,0.77,19.0,1.0
27.0,19.0,13.0,25.0,5.0,32.0,0.63,27.0,1.0
29.0,31.0,10.0,22.0,5.0,22.0,0.53,40.0,1.0
26.0,30.0,7.0,20.0,4.0,17.0,0.48,44.0,1.0
27.0,36.0,8.0,23.0,4.0,17.0,0.47,41.0,1.0
29.0,41.0,10.0,24.0,4.0,25.0,0.54,38.0,1.0
27.0,30.0,14.0,23.0,4.0,52.0,0.7,12.0,1.0
38.0,173.0,21.0,36.0,5.0,34.0,0.78,104.0,1.0
53.0,232.0,20.0,35.0,5.0,34.0,0.7,110.0,2.0
43.0,197.0,20.0,39.0,6.0,30.0,0.7,91.0,1.0
19.0,26.0,9.0,18.0,4.0,35.0,0.66,33.0,1.0
28.0,89.0,14.0,27.0,4.0,39.0,0.7,40.0,1.0
27.0,105.0,11.0,27.0,5.0,27.0,0.65,38.0,1.0
47.0,171.0,23.0,33.0,4.0,46.0,0.82,66.0,1.0
33.0,68.0,18.0,31.0,4.0,48.0,0.81,37.0,1.0
44.0,129.0,17.0,34.0,4.0,37.0,0.74,52.0,1.0
47.0,184.0,15.0,33.0,4.0,28.0,0.64,64.0,1.0
48.0,204.0,15.0,34.0,4.0,25.0,0.61,70.0,1.0
52.0,230.0,21.0,39.0,4.0,33.0,0.69,65.0,2.0
48.0,163.0,19.0,36.0,5.0,34.0,0.68,60.0,1.0
34.0,57.0,12.0,26.0,4.0,25.0,0.58,46.0,1.0
23.0,15.0,8.0,18.0,4.0,26.0,0.59,34.0,1.0
26.0,36.0,10.0,22.0,4.0,27.0,0.59,32.0,1.0
35.0,105.0,11.0,28.0,4.0,24.0,0.54,48.0,1.0
38.0,114.0,14.0,32.0,4.0,22.0,0.53,57.0,1.0
34.0,85.0,13.0,30.0,4.0,18.0,0.52,53.0,1.0
34.0,129.0,17.0,34.0,5.0,32.0,0.66,32.0,1.0
40.0,205.0,19.0,40.0,4.0,21.0,0.55,58.0,1.0
39.0,170.0,20.0,39.0,4.0,22.0,0.6,55.0,1.0
46.0,217.0,23.0,46.0,4.0,28.0,0.64,60.0,1.0
62.0,300.0,28.0,52.0,5.0,28.0,0.64,98.0,2.0
71.0,343.0,39.0,68.0,8.0,39.0,0.76,95.0,2.0
56.0,310.0,35.0,62.0,8.0,40.0,0.77,63.0,2.0
48.0,279.0,29.0,54.0,7.0,48.0,0.83,38.0,1.0
45.0,243.0,24.0,40.0,6.0,45.0,0.82,51.0,1.0
34.0,114.0,18.0,33.0,5.0,39.0,0.74,31.0,1.0
40.0,189.0,20.0,39.0,6.0,45.0,0.79,37.0,1.0
32.0,141.0,18.0,32.0,5.0,44.0,0.76,31.0,1.0
33.0,137.0,16.0,33.0,5.0,39.0,0.69,24.0,1.0
34.0,148.0,15.0,32.0,5.0,34.0,0.65,35.0,1.0
35.0,142.0,16.0,32.0,5.0,26.0,0.6,60.0,1.0
49.0,242.0,21.0,42.0,6.0,38.0,0.68,70.0,1.0
80.0,356.0,26.0,45.0,5.0,41.0,0.68,106.0,2.0
60.0,306.0,23.0,42.0,6.0,37.0,0.67,79.0,2.0
61.0,307.0,28.0,52.0,7.0,34.0,0.68,80.0,2.0
71.0,351.0,35.0,58.0,8.0,34.0,0.74,82.0,2.0
57.0,307.0,30.0,48.0,6.0,25.0,0.7,78.0,2.0
66.0,327.0,32.0,56.0,6.0,37.0,0.77,114.0,2.0
73.0,334.0,33.0,57.0,6.0,43.0,0.83,115.0,2.0
51.0,190.0,31.0,54.0,8.0,49.0,0.85,58.0,2.0
64.0,265.0,44.0,72.0,8.0,48.0,0.93,73.0,2.0
53.0,233.0,37.0,58.0,7.0,37.0,0.89,58.0,2.0
25.0,40.0,14.0,22.0,4.0,31.0,0.74,48.0,1.0
29.0,117.0,13.0,28.0,6.0,34.0,0.72,32.0,1.0
44.0,247.0,22.0,44.0,6.0,36.0,0.76,56.0,1.0
22.0,21.0,11.0,20.0,4.0,25.0,0.65,30.0,1.0
15.0,7.0,7.0,15.0,4.0,22.0,0.61,19.0,1.0
24.0,38.0,13.0,23.0,4.0,22.0,0.68,36.0,1.0
25.0,42.0,16.0,25.0,4.0,27.0,0.66,34.0,1.0
23.0,44.0,11.0,21.0,5.0,29.0,0.62,32.0,1.0
36.0,132.0,14.0,32.0,5.0,32.0,0.64,53.0,1.0
65.0,268.0,31.0,62.0,6.0,46.0,0.77,85.0,2.0
69.0,238.0,40.0,67.0,6.0,38.0,0.87,108.0,2.0
55.0,220.0,32.0,54.0,6.0,41.0,0.81,84.0,2.0
45.0,212.0,19.0,38.0,6.0,35.0,0.63,79.0,1.0
62.0,317.0,27.0,50.0,6.0,39.0,0.66,103.0,2.0
66.0,332.0,31.0,51.0,5.0,43.0,0.73,117.0,2.0
48.0,253.0,24.0,41.0,6.0,22.0,0.63,97.0,1.0
34.0,166.0,18.0,35.0,6.0,32.0,0.69,54.0,1.0
47.0,262.0,24.0,44.0,6.0,37.0,0.71,85.0,1.0
43.0,209.0,23.0,40.0,6.0,42.0,0.8,68.0,1.0
46.0,196.0,27.0,40.0,5.0,41.0,0.83,83.0,1.0
51.0,243.0,32.0,52.0,6.0,41.0,0.89,82.0,2.0
57.0,295.0,34.0,60.0,7.0,29.0,0.78,121.0,2.0
56.0,254.0,29.0,59.0,9.0,48.0,0.73,98.0,2.0
65.0,310.0,38.0,74.0,10.0,45.0,0.79,111.0,2.0
54.0,251.0,25.0,55.0,8.0,32.0,0.67,119.0,2.0
50.0,158.0,25.0,51.0,7.0,36.0,0.62,99.0,1.0
61.0,214.0,31.0,61.0,8.0,50.0,0.7,97.0,2.0
74.0,273.0,40.0,77.0,9.0,60.0,0.82,99.0,2.0
86.0,338.0,49.0,89.0,9.0,65.0,0.92,122.0,2.0
82.0,331.0,49.0,87.0,11.0,56.0,0.9,115.0,2.0
82.0,284.0,50.0,83.0,10.0,60.0,0.9,114.0,2.0
88.0,312.0,55.0,92.0,10.0,63.0,0.98,111.0,2.0
81.0,283.0,50.0,88.0,12.0,67.0,0.99,110.0,2.0
95.0,357.0,60.0,94.0,15.0,62.0,1.12,112.0,2.0
91.0,362.0,60.0,84.0,9.0,33.0,1.03,140.0,2.0
57.0,191.0,36.0,54.0,6.0,22.0,0.77,108.0,2.0
51.0,208.0,28.0,45.0,6.0,25.0,0.72,92.0,2.0
70.0,341.0,38.0,61.0,8.0,39.0,0.79,100.0,2.0
45.0,274.0,25.0,45.0,8.0,34.0,0.66,73.0,1.0
40.0,183.0,24.0,41.0,6.0,40.0,0.71,48.0,1.0
67.0,331.0,48.0,70.0,8.0,42.0,0.93,66.0,2.0
67.0,314.0,47.0,68.0,7.0,41.0,0.93,85.0,2.0
73.0,332.0,42.0,71.0,7.0,50.0,0.93,101.0,2.0
71.0,298.0,39.0,68.0,9.0,50.0,0.88,99.0,2.0
84.0,352.0,52.0,87.0,10.0,57.0,0.97,108.0,2.0
50.0,203.0,35.0,51.0,6.0,33.0,0.91,72.0,1.0
53.0,281.0,37.0,51.0,6.0,26.0,1.01,69.0,2.0
46.0,259.0,32.0,45.0,6.0,27.0,0.91,70.0,1.0
45.0,192.0,29.0,45.0,7.0,32.0,0.75,73.0,1.0
48.0,164.0,29.0,49.0,7.0,33.0,0.71,83.0,1.0
52.0,172.0,30.0,53.0,10.0,37.0,0.71,91.0,2.0
63.0,191.0,37.0,65.0,10.0,42.0,0.76,102.0,2.0
70.0,198.0,41.0,75.0,9.0,58.0,0.81,88.0,2.0
82.0,284.0,49.0,92.0,10.0,62.0,0.9,98.0,2.0
76.0,246.0,39.0,73.0,8.0,45.0,0.76,126.0,2.0
77.0,248.0,38.0,74.0,9.0,48.0,0.75,122.0,2.0
65.0,233.0,47.0,73.0,8.0,38.0,0.8,84.0,2.0
76.0,317.0,47.0,74.0,8.0,43.0,0.79,105.0,2.0
66.0,323.0,45.0,82.0,9.0,49.0,0.85,52.0,2.0
56.0,191.0,38.0,62.0,7.0,37.0,0.86,79.0,2.0
43.0,117.0,25.0,48.0,9.0,45.0,0.96,22.0,1.0
37.0,90.0,17.0,38.0,6.0,35.0,0.73,63.0,1.0
62.0,130.0,32.0,74.0,7.0,43.0,0.66,71.0,2.0
77.0,193.0,43.0,103.0,9.0,50.0,0.67,61.0,2.0
77.0,193.0,43.0,103.0,9.0,50.0,0.67,61.0,2.0
85.0,234.0,54.0,114.0,10.0,74.0,0.93,67.0,2.0
92.0,272.0,54.0,115.0,9.0,79.0,1.03,85.0,2.0
74.0,267.0,49.0,99.0,12.0,49.0,0.85,91.0,2.0
72.0,256.0,48.0,90.0,10.0,28.0,0.75,138.0,2.0
70.0,215.0,49.0,89.0,10.0,35.0,0.75,128.0,2.0
67.0,195.0,43.0,79.0,9.0,54.0,0.75,95.0,2.0
62.0,186.0,41.0,73.0,10.0,43.0,0.73,95.0,2.0
54.0,129.0,34.0,59.0,8.0,35.0,0.66,100.0,2.0
59.0,122.0,39.0,68.0,8.0,45.0,0.68,95.0,2.0
73.0,191.0,50.0,91.0,10.0,71.0,0.86,72.0,2.0
88.0,306.0,58.0,111.0,12.0,82.0,0.98,81.0,2.0
63.0,162.0,37.0,75.0,8.0,63.0,0.73,72.0,2.0
74.0,278.0,45.0,90.0,10.0,60.0,0.81,79.0,2.0
59.0,198.0,39.0,67.0,7.0,35.0,0.7,93.0,2.0
96.0,333.0,67.0,125.0,11.0,85.0,0.95,85.0,2.0
80.0,232.0,47.0,101.0,7.0,70.0,0.75,85.0,2.0
73.0,170.0,37.0,81.0,8.0,64.0,0.72,78.0,2.0
69.0,202.0,40.0,89.0,8.0,58.0,0.93,52.0,2.0
39.0,81.0,20.0,39.0,7.0,30.0,0.71,71.0,1.0
56.0,125.0,30.0,63.0,9.0,43.0,0.7,72.0,2.0
66.0,190.0,39.0,82.0,11.0,66.0,0.78,67.0,2.0
72.0,220.0,44.0,95.0,11.0,83.0,0.89,55.0,2.0
91.0,285.0,61.0,126.0,10.0,113.0,1.13,63.0,2.0
84.0,278.0,49.0,98.0,8.0,83.0,1.03,72.0,2.0
80.0,339.0,56.0,109.0,11.0,67.0,1.02,63.0,2.0
63.0,261.0,42.0,74.0,9.0,49.0,0.99,59.0,2.0
66.0,267.0,42.0,79.0,11.0,53.0,0.91,63.0,2.0
36.0,127.0,15.0,36.0,8.0,30.0,0.8,27.0,1.0
41.0,101.0,22.0,41.0,6.0,36.0,0.76,45.0,1.0
53.0,156.0,31.0,58.0,8.0,50.0,0.86,40.0,2.0
65.0,254.0,39.0,80.0,13.0,56.0,0.96,44.0,2.0
41.0,123.0,21.0,41.0,8.0,25.0,0.73,52.0,1.0
52.0,132.0,31.0,56.0,9.0,32.0,0.59,81.0,2.0
54.0,121.0,32.0,60.0,10.0,39.0,0.6,73.0,2.0
51.0,135.0,26.0,53.0,10.0,35.0,0.5,69.0,2.0
53.0,148.0,28.0,58.0,10.0,30.0,0.5,87.0,2.0
50.0,70.0,31.0,53.0,10.0,35.0,0.56,83.0,1.0
54.0,74.0,31.0,60.0,9.0,47.0,0.62,67.0,2.0
69.0,118.0,44.0,87.0,11.0,81.0,0.84,31.0,2.0
83.0,165.0,57.0,115.0,13.0,97.0,1.01,36.0,2.0
91.0,201.0,64.0,129.0,13.0,105.0,1.2,36.0,2.0
88.0,238.0,62.0,123.0,11.0,105.0,1.04,49.0,2.0
93.0,224.0,64.0,136.0,11.0,112.0,1.17,54.0,2.0
105.0,255.0,76.0,154.0,12.0,122.0,1.33,60.0,3.0
79.0,226.0,52.0,108.0,10.0,89.0,0.94,46.0,2.0
62.0,158.0,30.0,74.0,9.0,77.0,0.84,28.0,2.0
68.0,201.0,36.0,86.0,9.0,92.0,1.06,16.0,2.0
76.0,307.0,46.0,102.0,10.0,84.0,1.09,45.0,2.0
74.0,275.0,52.0,87.0,9.0,49.0,1.27,9.0,2.0
41.0,99.0,22.0,41.0,7.0,40.0,1.28,25.0,1.0
50.0,131.0,27.0,56.0,7.0,57.0,1.09,16.0,1.0
64.0,175.0,38.0,80.0,11.0,55.0,1.18,13.0,2.0
66.0,170.0,42.0,82.0,10.0,60.0,1.1,30.0,2.0
59.0,156.0,31.0,67.0,7.0,71.0,1.05,12.0,2.0
65.0,191.0,40.0,80.0,8.0,67.0,1.1,31.0,2.0
62.0,220.0,41.0,80.0,6.0,60.0,1.2,20.0,2.0
38.0,48.0,19.0,40.0,6.0,36.0,0.95,42.0,1.0
66.0,111.0,46.0,82.0,8.0,69.0,1.03,52.0,2.0
93.0,226.0,67.0,135.0,12.0,104.0,1.28,35.0,2.0
94.0,250.0,69.0,135.0,11.0,104.0,1.32,47.0,2.0
64.0,251.0,42.0,76.0,10.0,50.0,1.04,46.0,2.0
